,Clean_tweet,label
16825,another in a position of authority has got to go,1
2097,"argentine women protest facebook's sexist censorship rules, eg 2.",1
5005,he should turn in his resignation.,1
24771,abe govt oppress than or,1
28911,why cant we run this out of,1
15885,"victim of adam saleh refers to black people as ""abeed"" (slaves) in one of his sketches.",1
15242,"don't forget, - research shows that sexist men have psychological problems.",1
13569,vandalised in in condemns act,1
20322,i repeat: very concept of ( to only talk about ea|,1
1894,will fail on anti-morality platform.,1
18968,the latest the eu daily! thanks to,1
1783,no hitler comparisons?,1
27212,"sad how people feel they have to treat others like scum just because of their religion, race, sexuality, ect.",1
4594,leader reveals 5 of his most horrifying hopes for america,1
20219,"could it be that is impossible? real acts of racism is easier to stand up to ...unfounately, youa|",1
5128,"i think his the worst in everything, his hatred towards our country was too much",1
13615,you should take action against your filthy plantation location manager. what a disgraceful pos!,1
30641,people around the world are afraid. the world is primed to react. a|,1
815,"jake is right, 2 many ppl lack the will power to take a stand &amp; drown the small minded &amp; oft evil tendencies of past",1
31372,want to stop ? not sure where to begin? let us show you how: cc:a|,1
2118,the acrusadera west vs. aislamic terrorisma is a popular sequel to capitalism vs. communism.,1
13509,porn videos iran fucking girles,1
31765,what has todayAs attitude to women got in common with that of norman bates?,1
24840,"they call you ""when we go up - they go downa|",1
26846,"the latest ""say what?!?!"" thanks to",1
27477,"prostitutes, a brief history of the behaving badly'",1
987,"""no im not attracted to asian ppl bc im not asian"" what if i tell you no im not attracted to u bc im not (inse race here) hoe",1
18746,i almost always trust brazilians,1
1997,riyadh is renowned for some of the deadliest traffic in the world. a|,1
29869,"good afternoon sweety! d send me letter ai,",1
11697,"i agree, but hard to believe he does, given his strident opposition to ordination of women.",1
23752,official paladino makes crude remarks -,1
21550,"jews, christians and muslims all believe that good will prevail. cnn a|",1
1949,just some trump suppoers voicing their thoughts on women's suffrage and germany's immigration policy... a|,1
13286,thought factory: left-right polarisation! &gt;10,1
25653,i will suspend my funding of u.s. gov until resigns,1
26326,empowerment of by is absolutely scary. this could slip to dangerous levels. look 4 legislative attacks on,1
733,"no, he was definitely a mexican.",1
4574,"here's a ?for the day the government and states county's etc. can smoking, ceain words , in schools ...so ?",1
20048,ally wishes mad cow disease death for - cnn,1
6224,this sums up why i voted for not or syndrome but sovereignty and democracy,1
6402,atk porn pics representations of women in men's alcohol ads,1
18267,word factory: race denial prevents healing! +9,1
811,"i guess is talking about progress in the advancement of ,",1
23055,the radicalism of woodrow wilsonas racism,1
2968,why is 4 whores on ring of fire ?,1
24543,techjunkiejh:athe daily showa unpacks against and on a|,1
6859,less more seems in end evil a hole wins george bailey=,1
26946,racism is now front and center in trumpworld. these kkk folk are now out in the open. a|,1
11719,you forgot because vetting people from terrorist is .dumb,1
30372,"agreed.. the same is true for and .. they are overused terms, and as a result, are fast becoming meaningless.. d$?",1
31196,for is in u.,1
13067,"anybody who says against men doesn't exist, hasn't tried to buy disney/looney toons-themed in men's sizes/cuts.",1
21031,great aicle about and,1
14667,"""forever loyal to the city of buffalo"" you have a real class act there",1
1892,malia shake that ass! you so fine!.....pass the blunt,1
14741,trump frnds and now this,1
6908,"have we ever had peotus willing to complain abt his defeated opponent &amp; pay well after election over, and to do sa|",1
7768,the scars left by us waime camps mt,1
15359,"saw a vid where some dude spoke on his on &amp; got thrown off, these 2 are screaminga|",1
27845,how's mars bar in charging guys APS5 for entry and girls APS2? isn't that like modern sexism?,1
28352,"verified: shocking video of police touring civilians was shot at on nov 5, 2016.a|",1
12189,"not surprised how ""news"" outlets call opposition to race-mix ad . they hate racism, though. i embraca|",1
6591,fantastic video on hate of men.,1
2014,needs to fire &amp; the dumb mfer that hired his promoting ass! don't hire their graduates!,1
13964,"male privilege, huh? yeah, about that...",1
14939,don't let the door hit you on your way out. sorry ass mofo. don't come back your white dumbass,1
16733,man kills stepmom for celebrating win,1
24720,is the most st. in the south but as long as those roll in you keep ona|,1
10045,"boycotting because it's blatantly . many don't know who their father is, so please",1
22363,"racial discrimination interacts with genetics, impacts health among african americans",1
10319,scary that it's not that long ago!,1
24642,"if you're mad about and their interracial couple tweet, go fuck yourself.",1
425,why the nazis studied american race laws for inspiration a,1
17280,are you &amp; a| like the are stomping on you? listen,1
5621,suspected henrico vandal's mother: 'my son isn't racist',1
3100,"""the holidays are a violent time for me, and iave begun to question the impoance of families.a#familycircus",1
17584,"most country argues over different shades of black! d"" d! d",1
23572,the decision to perform for trump will forever stain mormon values.a|,1
26618,obama/jarretts who agenda was to destroy everything good about this country and inflict even bit of hate,1
7085,happy new year white people elected a president who treats women like crap and a biher disrespectful kkk suppoed white devil.,1
4305,"""black lives matter except for mine apparently"" have the patience 2 watch this all the way through",1
3936,the latest science u can use daily! thanks to,1
25290,racism stuffed into skinny jeans with a hipster comb-over is just as bad as racism shrouded in a white hood =,1
12300,black trump suppoer smacks down cnn repoer for race baiting,1
14231,fucking nude nerd girls naked,1
23050,this motherfucker needs to be in acharles paladino's racist comments spark calls for resignationa,1
6993,caroline is a --&gt; &lt;-- hating on wife,1
10797,is what the lds church stands for? who knew?,1
16512,"holiday fun, socially relevant! celebrates '70 bewitched xmas ep",1
571,fox new just coming out and saying it bluntly. one of the most things i've read.,1
29087,after being a of a (i was called a cr*cker) i now truly what it feels like to bea|,1
28971,the uk government's new 'anti-semitism' definition conflates racism with valid criticism of israel - opena|a|,1
6332,"please don't forget to use the word ! that is what ""binds"" these men. we can never ignore or excuse thata|",1
5888,indianapolis colts black cheerleader hugs boy who used slur. so. much. class,1
23963,if you are pa of the 64.2 mil who rejected his business. &amp; must be stoppea|,1
20801,remember this? - camber sands deaths blamed on victims' 'culture' by council,1
1541,not all muslims hate america.,1
5685,trumpas odd nye tweet to aenemiesa 'the odd man out' self serving,1
23649,invented is their word for,1
6756,community: look at,1
23750,had to screenshot &amp; share these snaps from it's an impoant message.,1
9627,"""nigger?"" of a white kid who grew up in the 60's.",1
19122,black upenn freshmen added to racist social media account with adaily lynchinga calendar,1
15879,oops! didn't mean to publicly post comments... via,1
30397,"let me tell you a story about and specifically, super heroes vs.",1
1751,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are a traa|",1
23058,people want to promote their own &amp; this is natural and should not be seen as or xenophobic. it is natural.,1
5500,lehman brothers went belly-up in september 2008 a|,1
27403,office woman porn blue tube,1
24878,will stop ..so annoying,1
11854,president jimmy caer leaving his religion due to,1
31926,a follow up from the gentlemen who were kicked off of airlines for simply speaking arabic,1
11721,"awe the peoplea originally meant awe the white, landholding males.a a|",1
27026,"last retro for you this year, and whilst i do love a good bit of i do not wanta|",1
30951,sure sunderland isn't alone. incidents in more than double after brexit vote,1
12986,"thank you sara for the unforgettable response to and appalling comments by the heabroken ""doctor""a|",1
15742,over-excited man is attacked by cat while opening present that cat repping trump yo!,1
6392,. . denial.,1
26627,are you just takin' the piss now or,1
27542,trump new york co-chair makes racist 'gorilla' remark about michelle obama &lt; you total tool! fucking moron. hta|,1
26239,"when the market crashed in march 2000, greenspan cut interest rates even more a|a|",1
6305,tell that jeffery beauregard to quit foolin' around and come pick up his hood &amp; sheets for saturdaa|,1
13989,sex videos fucking cross,1
24342,its always a white christmas in my household,1
17762,as if reel are letting girls in first and there's a massive queue for guys,1
24918,sea shepherd suppoers are racist!,1
28864,is this your relation? yeah... that's a right... i see you all as the same,1
30777,"there have been three stages of empire: imperialism, colonialism and neocolonialism. a|a|",1
10491,its about time calls an gets results,1
13026,irritations like new-#ghostbusters haters indisputably are intrusively indecent imitations.,1
9522,man st.louis racist than a muthafucka.,1
6015,movie-mad indians challenged to rewrite sexist bollywood songs a|a|,1
7156,"tonight in proudly presented by goverment, police + media! it's a big staging going on there!",1
22351,your copy of hot new swiftly sharpens the fang for just,1
29630,"racial differences r biological reality, same as rottweilers vs. chihuahuas. iq&gt;95 should understand.",1
1400,pay of via,1
5019,bout to spend new year's eve playing the game lol,1
2829,the holidays will be better than ever now marijuana unleashed is at ibooks.,1
3017,A - self defense for women course,1
26602,"have you joined the pizza pay? we're talking , the and .",1
22347,is this what your university stands for?,1
17823,are you &amp; feel like the are stomping on you? listen,1
29911,stop trying to find where it isn't even happening!,1
24395,#NAME?,1
6169,a look at the repug gop pay at,1
6336,makes me sick that 4 ovr 25 yrs idolized george bailey but 2016 choose / / learned 0,1
17103,please retweet! this is an impoant issue that needs to be discussed.,1
15072,melania is helping me write a speech to end in the us. the title she came up with is great - ai havea|,1
26580,2:30pmet: uk youth parliament on &amp; . listen on our free app:,1
13368,the latest the blicqeraC/ daily! thanks to,1
13927,"back to open ,",1
16741,"this nonsensical, hate-filled word-salad w/b funny if it weren't so sad....",1
16001,vandalised in in condemns act,1
21317,in ad &amp;a|,1
31742,you might be a libtard if...,1
354,you might be a libtard if...,1
25616,are you &amp; feel like the are a|on you? listen,1
24212,racism &amp; fascism will not get you ratings a&amp;e. people will every time.,1
3876,will send you to the inauguration~ join today!!,1
3415,.@user exemplifies the draining it thieves enablera|,1
30796,is this the real htta|,1
9239,the historian whitewashing ukraineas past,1
3141,"dealing with relatives reminding you that ""the clock"" is ticking? this might help.",1
1346,new new new new !new order! new tweets. new new kids on ta|,1
10229,more evidence of the impoance of in the vote,1
28633,here's what ignorance &amp; looks like. it ain't all swastikas &amp; burning crosses...,1
31772,"destroyed many lives,but mad &amp; bad policies have destroyed more.",1
21430,many actually believe there can be a chance for w/ a &amp; at the helm.,1
31817,"'an unappetizing scam' :-) | women, we need to throw off the shackles of | |a|",1
24605,thats you,1
11884,nothing would be more dangerous than to give the impression we accept,1
18460,my boss fired me due to alleged . i told him i hated everyone. honestly how much more committed to does he want me to be?,1
2695,"a tale of , &amp; for",1
26212,,1
31483,thinks we won't notice as he redacts decades of ove in his application for ag confirmation.,1
30761,stop,1
24297,whatas the matter with noh carolina? from progressive to reactionary,1
17844,neoliberalism prioritized money and oil over pretty much everything else. a| a|a|,1
20971,you areclueless buddy regarding long standing american policy. you comments are reflections of ignorance and,1
21592,this's insane acts by they will trample national flag of other nation. it's clearly .,1
6797,is an 83 year old man still young enough to teach him about sexism and what not to say about women?,1
8062,the bearas rapacious hunger for oil also sealed its doom. a|,1
31228,ddd reading list for the new year: ddd,1
24969,obama tells trump and the american people f**k you before he leaves (but you can't say anything ),1
7826,"all happy for A"" what i don't get is the incessant but thin veiled against other gay minorities?",1
13863,"hey guys, apparently white and black people are even for that whole slavery thing, so that's nice.",1
13536,so much in these on posts,1
17408,uk 2016 expressed as a photo,1
6998,those opposed to will let know our agenda,1
15314,ha! good riddance!,1
21769,ever notice how much scum hires ?,1
1672,"bullshit, he was thrown out for being a muslim",1
5246,kevin macdonald: ethnocentrism is normal and rational,1
405,when you're blocked by a troll because you promise to &amp; let his nonsensical rants boosa|,1
22279,bjork wrote a powerful essay about and we're applauding,1
15972,there is no safe place for blacks in this country because of people like you,1
10627,my is to not shop at as long as they suppo brands.,1
28737,you might be a libtard if...,1
27333,damning video: racist hillary says ' i will only talk to white people',1
8124,'racism w/out races': classifying humans into races the biggest mistake in history of science. racea|,1
25335,worked with the worst congress in history,1
22687,smiling has a positive effect on racist and first impressions -,1
11621,will the alt-right promote a new kind of genetics? mt,1
11438,many toy adves are and show 'narrow and limiting' study warns via,1
16603,"made , vile remarks about &amp; | and his must go",1
28391,racist attack on three muslim women in city centre... for more info:,1
13659,incredible content!,1
17415,why do u have to take the king to win chess? why not the queen???,1
29423,"pre-crime in germany of all places, did they make them wear badges ?",1
12700,marco rubio has no consideration close to now.,1
13440,why did the resolve that is a form of,1
4605,win with dignity you chauvinist pig.,1
3257,"sad that there is so much hatred towards jews in eu &amp; xians in me. remember xians of kenya, nigeriaa|",1
18682,doesn't arrive doing a salut.but in a sharp suit,1
24970,crooked hillary clinton hates black people,1
31240,john terry just chose white christmas as his favourite christmas song on no surprise there.,1
18629,are you &amp; feel like the are stomping on a|? listen,1
18352,police being horribly hyper-violent in their raids...,1
1741,calls me she really means she is jealous wha|,1
25496,racist troll ale in the great state of kentucky! listen to last thurs crabs,1
22051,"is quick to themselves over zille's comments as , but do noting about these black racists.a|",1
30042,beware in marketing tainting messages,1
20553,opinion: is rife in the community. people can't demand equality while discriminating themselves,1
24026,"after 8 yrs of endless lies, contempt from a left activist, u realize with clarity he never came clean w/usa|",1
20819,i work in the in owned by garbage person here's where he lia|,1
10621,"leave a 'gweh' below a! if in 2017, you will no longer debate about",1
30860,"is trafficking in ? &amp; his ""for profit"" use of the word nigger to sell music",1
13249,"not surprised how ""news"" outlets call opposition to race-mix ad . they hate racism, though. i embrace it. ad is sickening-",1
443,fo woh officer in viral arrest video was arude not racista: chief,1
10785,plz sign,1
16768,not ever,1
20136,so i guess that white women aren't to blame? how does that work again??,1
3337,new video shows how this guy and how he staed to abuse and humiliated an muslim guya|,1
29003,he's shown us over &amp; over who he is! him! a|,1
18201,"a victim cant victimise the oppressor... we have no economic power so, no black people can't be racist",1
7449,"stones and humans are different, but to gravity thereas no difference.",1
13237,"in the age of information, the true ethnicity of biblical people has caused an overlap of anda|",1
12336,care about follow me: i cover a|,1
6447,3 officers fired over target practice 'jokes',1
1170,"this how works in uk. if i'd been white &amp; those politician impoed thieves black, they'd investigate &amp; prosecute. d",1
20912,17 crazy things women couldn't do in 1960,1
15570,thinks we won't notice as he redacts decades of ove in his application for ag confirmation.,1
5047,her not working with trump should be a good thing,1
1942,chick gets fucked nude superhero,1
11611,trump ally wishes mad cow disease death for obama,1
20263,you go girl!!,1
5342,ally made remarks towards obamas - dec 24 9:52 am et,1
5941,this woman needs to be arrested and prosecuted for encouraging rape of another race,1
3249,"ultimately, a from early that i wish i didn't have to tell. i also wish it didn't do as well as it dida|",1
19145,is this what your university stands for?,1
11263,"and don't forget, that per megyn kelly of jesus &amp; santa are also white.",1
10603,vandalised in in condemns act,1
1047,todays donkey is proud of murdering real palestinian semitic children - thats what i calla|,1
15089,prison officers goaded inmates until they needed to be restrained as pa of a game,1
24277,this is a special kind of stupid. have no basis in reality or in history. must be a,1
14350,", no? or perhaps paladino is feeling some ""economic anxiety""",1
16399,america isn't racist. their are a plethora of reasons for someone not to like obama. you're ignorant in many fashioa|,1
14865,montana says no to racism,1
22335,"joy to the world, instead of and",1
4914,"it was an error on my pa i agree. she was an exceptional performer, i was thrown off by an something inconsequena|",1
26260,naked woman mo fo sex,1
16656,"it's time to end now. ""days of our lives (live)"" shyan selah",1
8527,"you're the one who should be leaving this eah, you piece of shit!",1
13990,why is ignored,1
16666,cutsie logic but wrong. if you know construction you can build bridges and walls! give trump a chance! hate is fora|,1
7839,this is what like... lol wtf is this? this is why you all let a get in the white house. you're all a shame.,1
16638,remark is racist even if only uttered to his wife. should not be involved with anything to do with,1
3806,wants obama to catch mad cow disease after being caught w/herford. dies before trial. buried in cow pasture.,1
26447,(advanced value chain videos at ),1
27298,are a| &amp; feel like the are stomping on you? listen,1
13821,i guess they'll go back to just yelling again.,1
21624,appeal after horrific attack in,1
735,standing up to racism and hate by americad not curse out congress and all haters who are deplorable,1
17918,the latest the zurich times!,1
10467,absolutely disgusting,1
23722,has yet to honestly expose the deep rooted hatred towards was based on &amp; so...,1
8451,here comes a douchebag who can only poke his nose as sme of all.,1
14024,"""#trump won because has gone too far."" you know what you never heard? ""#obama won because has gone too far.""",1
9566,boob naked assault,1
8896,take that painting down asshole! fucking chump,1
30704,awesome. black man gets kkk members to disavow by befriending them,1
15469,the revolution occurredajust not how marx expected it to. a|,1
13185,how can sainsburys have no red stripe?? ddd,1
24175,those replies. is dead tho. d,1
6723,"work at seeing, naming and dismantling my own, others and systems ,",1
5593,are a| &amp; feel like the are stomping on you? listen,1
25518,and his racism could fuel the power needed to light everyones christmas lights in the uk. a|,1
3687,"police, check cashing industry, atlanta and profiling black men:",1
30902,i am just waiting for somebody other than you to call me a . i don't see anybody doing it.,1
19000,hitler fought the battle for noh africa over access to oil. a|,1
12007,"""green book"" ""sundown towns"", guide a reminder of that faced travellers under",1
20628,porn videos free nude beach photo,1
8965,"when lauren duca says that looks like she smells like vanilla, she means white. rocks! a$?a$?a$?his tenacity",1
30537,he may be correct. i just can't pay attention to a .,1
30931,3.42 nooltham 2,1
8757,saying i am not racist is not a| protest and denounce,1
3669,"if the fear mongers become the loudest voices, who knows what could happen. a|a|",1
8374,so far all the blog comments claim senad lulic statement wasn't racist. join the debate.,1
24007,scapelliti: progresverebel: ha! good riddance!,1
28316,because many of us find obama's policies repugnant does not make us you're liberal racecard has exhausted,1
19589,this is the type of trash trump and paladino attract.,1
2796,"""the education of public servants is a critical pa of the path forward..."" so true.",1
5197,this is beyond upsetting. i was one of her biggest fans.,1
26240,"liz treacy, condone ex-councillor mark hackett's for me",1
7725,are you &amp; feel like a| are stomping on you? listen,1
11478,crazed woman 'launched sick attack on muslim cab driver over APS7 fare' |,1
19401,this is how morgan freeman responded when asked 'how do solve racism?',1
19557,girls in the world natt chanapa nu sex fuck,1
29238,and playground insults have always reflected family / society rhetoric on a|,1
25676,"video: on ""#america has had enough of this crap!""",1
18837,president jimmy caer leaving his religion due to,1
13561,"coming from an ultra like surprise surprise at least they can play golf dod,",1
6836,clearly just humour. attempt by media to undermine won't work. trump is not a .,1
7379,"no it doesn't, germans, even fascists rape too. so how should help?",1
23204,cult.,1
7063,is mexican a language? dude it's obvious you back trump. he said he loves the uneducated.,1
16782,omits decades of records for his ag confirmation hearing 'don't do as i do',1
10755,barack gets real about the he in office via,1
2629,the revolution occurredajust not how marx expected it to. a|,1
13085,you might be a libtard if...,1
1717,you might be a libtard if...,1
17156,when i asked the sales assistants if they heard they quickly copped out...hmm i wouldn't be surprised they said!!,1
8091,my story: how and have played a role in my life -,1
30032,are you &amp; a| like the are stomping on you? listen,1
5830,are you .. feel like the are stomping on you? listen,1
7145,"d' ""the deafening silence from anti-racist activists regarding in porn is hard to comprehend."" htta|",1
763,the danger of white liberalism to oveurning (applies to liberal men and feminism too),1
15722,"if you are a non-racist white, other minority don't serve in military while in power",1
24624,when they call us they are really saying they are jealous of us wa|,1
21368,the latest the seattle daily! thanks to,1
25229,outrageous racism from rother dc. hope the families sue 4 failing to follow advice for a life guard &amp; causing the da|,1
1039,but look how passionate they are about on the plane. which was yet ignore,1
26405,i love you dude dd,1
19779,ed op: not being 'a racist' isn't enough - here's why,1
23330,: fliers posted outside mosque,1
20423,you either call me eyetalian joke on my nationality or you're not,1
11308,you might be a libtard if...,1
12195,over the past 8 yrs,1
20915,'wish list' of cretin co-chairman of on mr&amp;mrsa|,1
27003,a genealogy of,1
12205,you're such a hatred person a &amp; is who you are!,1
4935,i decided to become a beginning 1/1/17. if any feminists are reading plz help to find educational materials.a|,1
31719,are you &amp; feel like the are stomping on you? a|,1
622,just more overwhelming evidence that the company keeps echoes his sentiments &amp; ideals,1
18034,"shocker. funded causes no matter how r ok, but criticism of policies, is not ok.a|",1
22811,"josephjett ""fatherhood: nor shall you engage in aberrant social behavior, then call that resultant disdain that is merely commona|",1
12917,"ppl wait for 10 hrs karachi airpo, miss connecting flights put them on flights 24 hrs latea|",1
21813,greed is killing our planet and the human race,1
6661,are you .. feel like the are stomping on you? listen,1
8074,the truth about &amp;,1
12206,not even trumpas transition team wants to deal with carl comments about the obamas - vanity fair,1
579,"yes lets do this,suppoing a openly ,#prowar advocates more of same,#hypocrite",1
12305,i agree.,1
7996,any other striker in the league did the same wouldnt have been disallowd,1
8533,"the left don't know how to do anything right, including insulting.",1
7167,"this! deaths blamed on victims' ""culture"" by council what about paying maybe?",1
12001,"lovecraft country 4 stars as appropriate, also funny",1
23304,"your comment = a! 5,- donation for a$? + suck",1
12470,beyond get by id myth,1
264,offer no or solutions but create the same old repetitive,1
5637,"mean, cruel hosts like make it impossible 4 person of color like me 2 feel american.",1
7457,racial profiling by in cologne. such disgusting...,1
4435,who the hell is juan to decide if kellyann can raise her kids and work? we've been doing it for years! can't standa|,1
30829,"icymi yesterday - this is what one peh venue offers for nye enteainment ""some... hta|",1
25008,your iconic brand being associated with the trump brand is tarnishing your reputation.,1
25524,so true!,1
25196,...and your answer relates to d studying of groups because ..??? just don't think ur struggles relevant,1
20464,delta is under fire after youtube prankster is removed from a flight for speaking arabic,1
22761,for perspective only: a refresher on and,1
22632,"- keep going stupids, keep commenting - already a! 30,- donations for sucksa|",1
28795,"we're also not upset we lost because we won by any measure other than a , useless appendix of government thaa|",1
14964,uae hosts the most innovative architecture in the world. a| a|,1
16645,carl paladino is a former trump campaign official.,1
23986,.@user ends 2016 with a hopeful message against in the music industry viaa|,1
17635,black dad puts baby mama on blast after he takes their biracial daughter to get braids,1
10645,"can ""whites only immigration"" make america great again? via",1
19028,sexy cora porn black girl porn,1
14371,you might be a libtard if...,1
17323,racism at home and anti- advice for others: we're good at both.,1
7800,book - enduring conviction: fred korematsu &amp; his quest for hta|,1
4982,wen will south choose dark south heroines. kajal tamanna amy wtf??,1
30453,new video shows how this guy and how he staed to abuse and humiliated an muslim guya|,1
9768,i really should have gotten more credit for this one.,1
22119,american taxpayers have also lost their homes by the millions a|,1
14444,research: and played greatest role in by,1
18156,a**hole extraordinaire. this guy is a hero of course wishes obama dea|,1
22954,most victims in islamic extremist attacks continue to be muslim.,1
28527,kevin macdonald: ethnocentrism is normal and rational,1
22196,thatas a really shitty headline you should change it.,1
4525,wanna talk about &amp;/or but read brief honesty of editor,1
26908,come on n wake the eff up usa! this is craziness. does it all stem from n hatred of ? it seems likea|,1
4796,this thread is the fully bomb. racism is the most effective weapon of white supremacy. it has no i test in being dia|,1
24352,stop trying to find where it isn't even happening!,1
18144,"&amp; joseon people in japan, will abuse the for claims of own rights by rough demo.",1
27140,approx. 63 million voted for the but over 74 million voted against him. he has no mandate &amp; cona|,1
24623,go take your anti meds,1
7276,"white people got nothing to do with this nigga. it's just one sick, horrible person, sadly all youa|",1
7824,you might be a libtard if...,1
21388,will the alt-right promote a new kind of genetics? mt,1
31040,those opposed to will let ka|,1
18855,"pa 2 of trumps tweets: after his "" coulda won if i wanted 2"" now using putin to project his anger cuz we hate him!",1
29053,fair &amp; lovely effect...,1
30754,like msian opposition and their claim that bangladeshis voted for bn. no evidence yet people believe it anywaya|,1
19016,i wish you &amp; your family a very let's work together to remove from the world,1
18190,"now you wanna mock my country b/c you have no pt.d are the most s of all,b/c ""it's not ifa|",1
9873,it's not the job of those who are disadvantaged by white privilege to calmly educate white people aboua|,1
692,"carolyn cooper | ugly, poor, ignorant and black!",1
11515,the latest the indigenous and remote daily! thanks to,1
8974,"pure today in everybody looking arabic is kettled, female friends had to leave for better pics of media. presented by gov",1
12842,"vs is unabated in because how can there be such a thing with ""killer cops"" &amp;a|",1
14866,aist thwaed by didnt want his children 'constrained by lines laid down by others',1
20269,went on video for,1
5259,reading 4 the next american |,1
31501,"also, you can't love the usa with all your hea and then suppo trump. because he hates half of thea|",1
1553,feds provide inadequate care for internal memo,1
19179,you see the driver &amp; i we're talking about africans who speak english fluently but this who just got on thoua|,1
21284,fl woman screaming racial slurs aims gunas laser pointer at black mcdonaldas customer a|,1
31318,perfect timing for this tweet!,1
27715,the latest eco news of the day! thanks to,1
7177,"like all religions, islam is a strong unifying force. a| a|",1
1155,i would have never guessed i would be so disappointed in a city.,1
9103,what in the fuck is this?,1
16237,this stupid idea that is a fascist and and will destroy the has gone too far! is a terrorist,1
14530,trump is a cuck,1
5443,how will society overcome ? is it possible to end racism? it happens one person at a time.,1
12560,"over 12mill arrests/60mill police-civilian encounters per yr in us.shootings,accidents,""abuse"" extremely rare-thousa|",1
23251,abota one of the roots of is aus is garbage can of prisoners of uk,1
4831,great aicle of truth about needs. comments back up why it's needed. - via,1
11595,"is restricted duty like a straght jacket and padded room? if not, we should look into that.#blacklivesmattera|",1
6110,the cold war was also fought over oil.,1
23098,d own team up with &amp; show what &amp; combat ha|,1
4708,need to speak up against the that's rife within the community! it's unacceptablea|,1
11303,says a president elect that calls americans enemies,1
28605,true progress,1
11637,washington post editorial: calling racism by its name - salt lake tribune,1
1382,just because you are self-loathing doesn't mean the rest of us are. the only weapon you have is to yella|,1
19280,dear please define and what do you and or intend to do to adda|,1
30181,"the *diversity officer* states (among other things) yet, because she's an ""ethnic minority woman""a|",1
3001,dear is &amp; lies. should never unite with leavers. have a shit christmas lady,1
10833,.@user .@user .@user silence is approval. we always knew what pigs youa|,1
29906,from staing a will we let him?,1
22934,live! swiftly sharpens the fang tale of a|,1
25111,suppo these let's hope america wakes up to the plight of the,1
11426,no one should be denied civil rights because of their religion.,1
28801,i live in nyc and don't see a lot of ove racism. i was disappointed to see how much there is on twitter. must never be tolerated!,1
1779,i thought alt-right secretly meant white nationalist,1
16705,yup. i concur. as do nearly 3 million voters.,1
10021,oops! i did it again! melted another fragile snowflake! heed,1
17016,this should have been enough 2 just say no a|,1
28092,anothr 1/2 a|,1
14554,multiple types of racism in america,1
8962,all the snowpeople in this movie are white.,1
31777,bringing back morals,1
9994,are you &amp; feel like the are stomping on you? a|,1
12175,that isn't what you said when you tweeted about the over &amp;,1
12067,far right in showing euro values of .,1
16560,are you &amp; feel like the are stomping a| you? listen,1
5642,can't wait to see u &amp; your admin hang for a|,1
22551,"this is awful! just slap on the face to hey my neighbor black just bought a $700,000 house. we r soa|",1
16293,#NAME?,1
8541,huh i wonder why?d- could it be that he's a well documented ?,1
11038,no u don't. did u not single out a race ?,1
12347,are you &amp; feel like the are stomping a| you? listen,1
25680,again looks like a damned fool! for 50 years the usa has openly opposed settlement buliding by,1
4307,the stupidity of the alcoholic hags is the stuff of legend,1
27750,transsexy naked boob,1
23299,how liberal institutionalized white supremacy,1
3210,and we're happy another year passed!,1
27556,keep up the opposition to,1
26704,you might be a libtard if...,1
21658,save the date! 1-4-2017 sourcenation! live wed 8,1
18987,you might be a libtard if...,1
28727,is guilty of treason ! we must naked raygun treason,1
16818,"if you're gonna steal my shit, at least have the common couesy to steal it right.",1
151,yes it's when you call a gorilla because racists have long thought of black people as no beta|,1
11943,you might be a libtard if...,1
15523,a white-skinned woman's unfair experience of in india! via,1
23360,marx foretold that a revolution would one day sweep the globe a|,1
12343,thought factory: left-right polarisation! +5,1
3346,i find the burka offensive because the implication that men can't control themselves on sight of an uncova|,1
25476,total can like but remain on the &amp; stance ona|,1
13681,"d it's there, it's dalthough i'm told that andrew jackson was and also",1
16810,donald - putin's butt buddy and a commie.,1
13,calls middle school 'build the wall' chant '',1
30271,strangely silent on the 'statement' by not surprised.,1
6103,aren't protesting because a won-they do so because trump has fuhered &amp;a|,1
2110,what the heck this is so mean!!! please silence racism!,1
23789,dylann roof to face new competency hearing,1
10639,black women free kerala girls sex photos,1
18493,are a| &amp; feel like the are stomping on you? listen,1
14290,you can still be .,1
13960,porn videos sexy latinas vids,1
10967,megaupload porn link porn video,1
22529,are you so bitter because you're a who lost the people by 3 million?,1
21155,the major kind of that people arenat talking enough about via,1
1669,lying and his disingenuous excuses for remarks about michelle &amp;,1
20085,so had the right idea in how to deal with her,1
25560,ouch woow!,1
12840,heard clip. see quoted tweet. props to exposing those views out of &amp; challenginga|,1
15329,"you're defending a woman against ""condescension"", who was in turn defending a woman that was verbally assailed in fa|",1
16018,"azealia mcmillan,james david manning... o",1
9160,"is this a new one? either way, disgraced themselves.",1
16172,hey - a $14000 ivanka bracelet? do you feel good profiting from,1
3417,you might be a libtard if...,1
16244,if you are pa of the 64.2 mil who rejected his business. &amp; must be stoppea|,1
11791,smoke out the old year and new year at the same time! marijuana unleashed at ibooks.,1
14449,adam saleh is a racist is,1
18747,not to sound but has her looks to fall back on unlike good luck 2 both,1
26100,are we entering a new age of ? a repoer reflects on the hate crime beat,1
20977,ya he is a real winner,1
30148,"wife crashes her own funeral, horrifying her husband who had ordered her killed; community turns against her",1
28449,mark levin reveals amissing historya of the pay that... via,1
